항목,기간,수치,단위
파생상품거래이익,2025-06-30," 5,489,204,000 ",원
파생상품거래손실,2025-06-30,"-908,584,000 ",원
투자자산관련순손익,2025-06-30," 1,216,310,000,000 ",원
당기손익-공정가치측정금융자산평가이익,2025-06-30," 1,223,080,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2025-06-30," 3,606,805,000 ",원
당기손익-공정가치측정금융자산평가손실,2025-06-30,"-2,642,041,000 ",원
당기손익-공정가치측정금융자산처분손실,2025-06-30,"-7,732,564,000 ",원
종속/관계기업지분관련순손익,2025-06-30," 8,883,977,581 ",원
지분법손익,2025-06-30," 8,883,977,581 ",원
유무형리스자산관련순손익,2025-06-30,"-6,075,308,000 ",원
유형자산처분이익,2025-06-30," 683,176,000 ",원
사용권자산처분이익,2025-06-30," 127,380,000 ",원
유형자산처분손실,2025-06-30,"-1,719,263,000 ",원
유형자산손상차손,2025-06-30,"-5,140,910,000 ",원
무형자산처분손실,2025-06-30,"-25,691,000 ",원
기타 (+유무형리스자산관련순손익),2025-06-30," 38,463,017,000 ",원
세전손익,2025-06-30," 1,342,160,000,000 ",원
매출액,2025-09-30," 4,927,400,000,000 ",원
영업이익,2025-09-30," 361,088,000,000 ",원
감가상각비,2025-09-30," 274,808,000,000 ",원
무형자산상각비,2025-09-30," 36,566,795,328 ",원
사용권자산상각비,2025-09-30," 23,251,159,212 ",원
대손상각비,2025-09-30," 1,612,677,795 ",원
퇴직급여,2025-09-30," 62,637,337,961 ",원
EBITDA,2025-09-30," 759,964,000,000 ",원
당기순이익,2025-09-30," 1,263,660,000,000 ",원
자산총계,2025-09-30," 16,211,900,000,000 ",원
총차입금,2025-09-30," 5,214,340,000,000 ",원
차입금,2025-09-30," 5,059,500,000,000 ",원
리스부채,2025-09-30," 154,844,000,000 ",원
순차입금,2025-09-30," 4,080,560,000,000 ",원
현금및현금성자산,2025-09-30," 915,208,000,000 ",원
단기금융상품,2025-09-30," 216,899,000,000 ",원
조정,2025-09-30," 1,670,556,000 ",원
영업이익률,2025-09-30,7.30,%
EBITDA/매출액,2025-09-30,15.40,%
EBITDA/이자비용,2025-09-30,3.10,%
이자비용,2025-09-30," 248,052,000,000 ",원
총차입금/EBITDA(배),2025-09-30,5.10,배
순차입금/EBITDA(배),2025-09-30,4.00,배
부채비율,2025-09-30,117.60,%
부채총계,2025-09-30," 8,761,130,000,000 ",원
자본총계,2025-09-30," 7,450,750,000,000 ",원
차입금의존도,2025-09-30,32.20,%
OCF(총영업현금흐름),2025-09-30," 470,127,000,000 ",원
영업활동현금흐름,2025-09-30," 411,601,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2025-09-30,"-158,121,000,000 ",원
   이자수취,2025-09-30," 20,632,685,719 ",원
   배당금수취,2025-09-30," 73,568,452,668 ",원
   이자지급,2025-09-30," 193,797,000,000 ",원
(-)운전자본투자,2025-09-30,"-158,121,000,000 ",원
NCF(순영업현금흐름),2025-09-30," 312,006,000,000 ",원
(-)자본적지출,2025-09-30," 216,233,000,000 ",원
   유형자산의 취득,2025-09-30," 211,857,000,000 ",원
   무형자산의 취득,2025-09-30," 4,376,223,162 ",원
(-)배당금지급,2025-09-30," 73,541,710,000 ",원
FCF(잉여현금흐름),2025-09-30," 169,315,000,000 ",원
영업이익,2025-09-30," 361,088,000,000 ",원
이자순손익,2025-09-30,"-231,331,000,000 ",원
이자수익,2025-09-30," 16,720,772,000 ",원
이자비용,2025-09-30,"-248,052,000,000 ",원
배당순손익,2025-09-30," 72,129,691,000 ",원
외환관련순손익,2025-09-30,"-49,459,478,000 ",원
외환차익,2025-09-30," 79,874,545,000 ",원
외화환산이익,2025-09-30," 67,748,456,000 ",원
외환차손,2025-09-30,"-86,311,227,000 ",원
외화환산손실,2025-09-30,"-110,771,000,000 ",원
파생상품관련순손익,2025-09-30,"-63,518,093,000 ",원
파생상품평가이익,2025-09-30," 5,442,259,000 ",원
파생상품거래이익,2025-09-30," 5,604,633,000 ",원
파생상품평가손실,2025-09-30,"-73,656,401,000 ",원
파생상품거래손실,2025-09-30,"-908,584,000 ",원
투자자산관련순손익,2025-09-30," 1,716,190,000,000 ",원
당기손익-공정가치측정금융자산평가이익,2025-09-30," 1,719,770,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2025-09-30," 4,832,582,000 ",원
당기손익-공정가치측정금융자산평가손실,2025-09-30,"-673,395,000 ",원
당기손익-공정가치측정금융자산처분손실,2025-09-30,"-7,732,564,000 ",원
종속/관계기업지분관련순손익,2025-09-30," 8,678,955,793 ",원
지분법손익,2025-09-30," 8,678,955,793 ",원
유무형리스자산관련순손익,2025-09-30,"-32,454,874,000 ",원
유형자산처분이익,2025-09-30," 1,970,509,000 ",원
사용권자산처분이익,2025-09-30," 128,491,000 ",원
무형자산처분이익,2025-09-30," 18,240,000 ",원
유형자산처분손실,2025-09-30,"-5,868,103,000 ",원
유형자산손상차손,2025-09-30,"-8,067,194,000 ",원
무형자산처분손실,2025-09-30,"-47,029,000 ",원
사용권자산손상차손환입,2025-09-30," 3,739,117,000 ",원
투자부동산재평가이익,2025-09-30," 865,395,000 ",원
유형자산재평가손실,2025-09-30,"-15,489,159,000 ",원
사용권자산재평가손실,2025-09-30,"-5,125,600,000 ",원
투자부동산재평가손실,2025-09-30,"-4,579,541,000 ",원
기타 (+유무형리스자산관련순손익),2025-09-30," 40,227,153,000 ",원
세전손익,2025-09-30," 1,821,550,000,000 ",원
