구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기 3개월,당기 1분기 누적,전기 1분기 3개월,전기 1분기 누적,전기,전전기
entity00105271_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract기타영업외손익,기타영업외손익,08,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,entity00105271_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,기타영업외손익,"-7,311,813,306","-7,311,813,306","-1,100,491,897","-1,100,491,897",,
entity00105271_udf_IS_20188916818239_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract   기타이익,   기타이익,08-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,entity00105271_udf_IS_20188916818239_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,   기타이익,"6,100,743,426","6,100,743,426","9,418,785,787","9,418,785,787",,
entity00105271_udf_IS_20188916819952_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract   기타손실,   기타손실,08-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,entity00105271_udf_IS_20188916819952_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,   기타손실,"13,412,556,732","13,412,556,732","10,519,277,684","10,519,277,684",,
ifrs_ProfitLossBeforeTax법인세비용차감전이익,법인세비용차감전이익,09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전이익,"50,447,714,334","50,447,714,334","505,089,134,788","505,089,134,788",,
ifrs_IncomeTaxExpenseContinuingOperations법인세비용,법인세비용(수익),10,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,"17,217,749,080","17,217,749,080","128,774,208,372","128,774,208,372",,
ifrs_ProfitLoss분기순이익(손실),당기순손익,11,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_ProfitLoss,분기순이익(손실),"33,229,965,254","33,229,965,254","376,314,926,416","376,314,926,416",,
ifrs_OtherComprehensiveIncome기타포괄손익,기타포괄손익,12,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_OtherComprehensiveIncome,기타포괄손익,"19,382,514,832","19,382,514,832","17,784,095,628","17,784,095,628",,
dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax   후속기간에 당기손익으로 재분류되는 항목,   후속기간에 당기손익으로 재분류되는 항목,12-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류되는 항목,"19,382,514,832","19,382,514,832","17,784,095,628","17,784,095,628",,
dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax      지분법 적용대상 관계기업의 자본변동,      지분법자본변동,12-01-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법 적용대상 관계기업의 자본변동,"-800,216,715","-800,216,715","501,709,901","501,709,901",,
ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax      해외사업환산손익,      해외사업환산손익,12-01-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산손익,"20,182,731,547","20,182,731,547","17,282,385,727","17,282,385,727",,
ifrs_ComprehensiveIncome분기총포괄손익,총포괄손익,13,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_ComprehensiveIncome,분기총포괄손익,"52,612,480,086","52,612,480,086","394,099,022,044","394,099,022,044",,
ifrs_ProfitLossAttributableToAbstract분기순이익(손실)의 귀속,당기순손익의 귀속 :,14,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,분기순이익(손실)의 귀속,,,,,,
ifrs_ProfitLossAttributableToOwnersOfParent   지배기업소유주지분,   지배기업소유주지분,15-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업소유주지분,"33,170,729,421","33,170,729,421","376,239,157,222","376,239,157,222",,
ifrs_ProfitLossAttributableToNoncontrollingInterests   비지배지분,   비지배지분,15-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분,"59,235,833","59,235,833","75,769,194","75,769,194",,
ifrs_ComprehensiveIncomeAttributableToAbstract분기총포괄손익의 귀속,총포괄손익의 귀속 :,15,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_ComprehensiveIncomeAttributableToAbstract,분기총포괄손익의 귀속,,,,,,
ifrs_ComprehensiveIncomeAttributableToOwnersOfParent   지배기업소유주지분,   지배기업소유주지분,15-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업소유주지분,"52,148,560,940","52,148,560,940","393,498,990,810","393,498,990,810",,
ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests   비지배지분,   비지배지분,15-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분,"463,919,146","463,919,146","600,031,234","600,031,234",,
ifrs_EarningsPerShareAbstract주당이익 [abstract],주당손익,16,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
ifrs_BasicEarningsLossPerShare   기본주당이익(손실),   기본주당이익(손실),16-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),"3,373","3,373","38,261","38,261",,
ifrs_DilutedEarningsLossPerShare   희석주당이익(손실),   희석주당이익(손실),16-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-03-31,1분기보고서,KRW,ifrs_DilutedEarningsLossPerShare,   희석주당이익(손실),"3,373","3,373","38,261","38,261",,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 반기 3개월,당기 반기 누적,전기 반기 3개월,전기 반기 누적,전기,전전기
ifrs_Revenue매출액,매출액,01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_Revenue,매출액,"867,920,631,967","1,649,616,678,134","1,004,579,720,000","1,921,127,688,014",,
ifrs_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_CostOfSales,매출원가,"666,032,781,974","1,282,824,196,484","762,517,696,835","1,482,329,810,122",,
ifrs_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_GrossProfit,매출총이익,"201,887,849,993","366,792,481,650","242,062,023,165","438,797,877,892",,
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"148,829,885,957","290,900,027,446","155,967,296,327","297,207,410,493",,
dart_OperatingIncomeLoss영업이익,영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"53,057,964,036","75,892,454,204","86,094,726,838","141,590,467,399",,
entity00105271_udf_IS_2018891665115_StatementOfComprehensiveIncomeAbstract지분법손익,지분법손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,entity00105271_udf_IS_2018891665115_StatementOfComprehensiveIncomeAbstract,지분법손익,"-11,028,608,326","-4,127,916,906","6,336,053,550","13,544,214,479",,
entity00105271_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract순금융손익,순금융손익,07,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,entity00105271_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract,순금융손익,"-203,680,860,049","-175,656,513,997","-524,308,487,503","-80,754,162,308",,
entity00105271_udf_IS_20188916724481_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract   금융수익,   금융수익,07-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,entity00105271_udf_IS_20188916724481_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract,   금융수익,"49,026,533,372","116,049,395,528","82,582,308,011","203,049,535,805",,
entity00105271_udf_IS_20188916726489_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract   금융원가,   금융원가,07-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,entity00105271_udf_IS_20188916726489_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract,   금융원가,"252,707,393,421","291,705,909,525","606,890,795,514","283,803,698,113",,
entity00105271_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract기타영업외손익,기타영업외손익,08,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,entity00105271_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,기타영업외손익,"1,336,077,582","-5,975,735,724","-409,255,546","-1,578,347,443",,
entity00105271_udf_IS_20188916818239_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract   기타이익,   기타이익,08-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,entity00105271_udf_IS_20188916818239_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,   기타이익,"17,627,756,054","23,728,499,480","8,275,860,322","17,626,046,109",,
entity00105271_udf_IS_20188916819952_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract   기타손실,   기타손실,08-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,entity00105271_udf_IS_20188916819952_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,   기타손실,"16,291,678,472","29,704,235,204","8,685,115,868","19,204,393,552",,
ifrs_ProfitLossBeforeTax법인세비용차감전이익,법인세비용차감전이익,09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_ProfitLossBeforeTax,법인세비용차감전이익,"-160,315,426,757","-109,867,712,423","-432,286,962,661","72,802,172,127",,
ifrs_IncomeTaxExpenseContinuingOperations법인세비용,법인세비용(수익),10,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_IncomeTaxExpenseContinuingOperations,법인세비용,"-33,818,224,819","-16,600,475,739","-96,929,870,465","31,844,337,906",,
ifrs_ProfitLoss반기순이익(손실),당기순손익,11,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_ProfitLoss,반기순이익(손실),"-126,497,201,938","-93,267,236,684","-335,357,092,196","40,957,834,221",,
ifrs_OtherComprehensiveIncome기타포괄손익,기타포괄손익,12,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_OtherComprehensiveIncome,기타포괄손익,"-8,066,149,184","11,316,365,648","-3,928,479,216","13,855,616,414",,
dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax   후속기간에 당기손익으로 재분류되는 항목,   후속기간에 당기손익으로 재분류되는 항목,12-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속기간에 당기손익으로 재분류되는 항목,"-8,066,149,184","11,316,365,648","-3,928,479,216","13,855,616,414",,
dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax      지분법 적용대상 관계기업의 자본변동,      지분법자본변동,12-01-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법 적용대상 관계기업의 자본변동,"-7,056,686,669","-7,856,903,384","-3,945,687,957","-3,443,978,056",,
ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax      해외사업환산손익,      해외사업환산손익,12-01-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산손익,"-1,009,462,515","19,173,269,032","17,208,741","17,299,594,470",,
ifrs_ComprehensiveIncome반기총포괄손익,총포괄손익,13,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_ComprehensiveIncome,반기총포괄손익,"-134,563,351,122","-81,950,871,036","-339,285,571,412","54,813,450,635",,
ifrs_ProfitLossAttributableToAbstract반기순이익(손실)의 귀속,당기순손익의 귀속 :,14,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_ProfitLossAttributableToAbstract,반기순이익(손실)의 귀속,,,,,,
ifrs_ProfitLossAttributableToOwnersOfParent   지배기업소유주지분,   지배기업소유주지분,15-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_ProfitLossAttributableToOwnersOfParent,   지배기업소유주지분,"-126,644,640,903","-93,473,911,482","-335,458,532,939","40,780,624,284",,
ifrs_ProfitLossAttributableToNoncontrollingInterests   비지배지분,   비지배지분,15-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_ProfitLossAttributableToNoncontrollingInterests,   비지배지분,"147,438,965","206,674,798","101,440,743","177,209,937",,
ifrs_ComprehensiveIncomeAttributableToAbstract반기총포괄손익의 귀속,총포괄손익의 귀속 :,15,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_ComprehensiveIncomeAttributableToAbstract,반기총포괄손익의 귀속,,,,,,
ifrs_ComprehensiveIncomeAttributableToOwnersOfParent   지배기업소유주지분,   지배기업소유주지분,15-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_ComprehensiveIncomeAttributableToOwnersOfParent,   지배기업소유주지분,"-134,716,379,329","-82,567,818,389","-339,461,139,386","54,037,851,425",,
ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests   비지배지분,   비지배지분,15-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests,   비지배지분,"153,028,207","616,947,353","175,567,974","775,599,210",,
ifrs_EarningsPerShareAbstract주당이익 [abstract],주당손익,16,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_EarningsPerShareAbstract,주당이익 [abstract],,,,,,
ifrs_BasicEarningsLossPerShare   기본주당이익(손실),   기본주당이익(손실),16-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_BasicEarningsLossPerShare,   기본주당이익(손실),"-12,879","-9,506","-34,114","4,147",,
ifrs_DilutedEarningsLossPerShare   희석주당이익(손실),   희석주당이익(손실),16-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-06-30,반기보고서,KRW,ifrs_DilutedEarningsLossPerShare,   희석주당이익(손실),"-12,879","-9,506","-34,114","4,147",,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기 3개월,당기 3분기 누적,전기 3분기 3개월,전기 3분기 누적,전기,전전기
ifrs-full_Revenue매출액,매출액,01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,ifrs-full_Revenue,매출액,"820,177,949,372","2,469,794,627,506","931,269,883,217","2,852,397,571,231",,
ifrs-full_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"634,268,477,934","1,917,092,674,418","719,514,475,033","2,201,844,285,155",,
ifrs-full_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"185,909,471,438","552,701,953,088","211,755,408,184","650,553,286,076",,
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"136,024,407,268","426,924,434,714","134,871,715,496","432,079,125,989",,
dart_OperatingIncomeLoss영업이익,영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"49,885,064,170","125,777,518,374","76,883,692,688","218,474,160,087",,
entity00105271_udf_IS_2018891665115_StatementOfComprehensiveIncomeAbstract지분법손익,지분법손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,entity00105271_udf_IS_2018891665115_StatementOfComprehensiveIncomeAbstract,지분법손익,"-37,961,689,157","-42,089,606,063","3,059,993,483","16,604,207,962",,
entity00105271_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract순금융손익,순금융손익,07,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract,순금융손익,"-117,871,025,493","-293,527,539,490","351,371,756,140","270,617,593,832",,
entity00105271_udf_IS_20188916724481_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract   금융수익,   금융수익,07-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916724481_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract,   금융수익,"18,260,545,294","134,149,330,897","377,369,659,363","422,581,494,839",,
entity00105271_udf_IS_20188916726489_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract   금융원가,   금융원가,07-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916726489_udf_IS_20188916659984_StatementOfComprehensiveIncomeAbstract,   금융원가,"136,131,570,787","427,676,870,387","25,997,903,223","151,963,901,007",,
entity00105271_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract기타영업외손익,기타영업외손익,08,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,entity00105271_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,기타영업외손익,"-2,591,098,195","-8,566,833,919","-1,234,119,285","-2,812,466,728",,
entity00105271_udf_IS_20188916818239_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract   기타이익,   기타이익,08-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916818239_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,   기타이익,"8,295,175,804","32,023,675,284","8,518,239,314","26,144,285,423",,
entity00105271_udf_IS_20188916819952_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract   기타손실,   기타손실,08-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,entity00105271_udf_IS_20188916819952_udf_IS_2018891688192_StatementOfComprehensiveIncomeAbstract,   기타손실,"10,886,273,999","40,590,509,203","9,752,358,599","28,956,752,151",,
ifrs-full_ProfitLossBeforeTax법인세비용차감전이익,법인세비용차감전이익,09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전이익,"-108,538,748,675","-218,406,461,098","430,081,323,026","502,883,495,153",,
ifrs-full_IncomeTaxExpenseContinuingOperations법인세비용,법인세비용(수익),10,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,"13,937,898,260","30,538,373,999","-111,226,843,554","-143,071,181,460",,
ifrs-full_ProfitLoss분기순이익(손실),당기순손익,11,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2019-09-30,3분기보고서,KRW,ifrs-full_ProfitLoss,분기순이익(손실),"-94,600,850,415","-187,868,087,099","318,854,479,472","359,812,313,693",,
